model,folder,instance_id,source,system_messages,user_messages,assistant_messages,tool_messages,other_messages,other_roles,total_messages,api_calls,cost
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13363,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13363/django__django-13363.traj.json,1,1,45,44,1,"{""exit"": 1}",92,45,0.26452715
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13401,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13401/django__django-13401.traj.json,1,1,63,62,1,"{""exit"": 1}",128,63,0.3736735499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13406,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13406/django__django-13406.traj.json,1,1,83,82,1,"{""exit"": 1}",168,83,0.6330444500000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13410,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13410/django__django-13410.traj.json,1,1,24,23,1,"{""exit"": 1}",50,24,0.17115775000000003
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13417,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13417/django__django-13417.traj.json,1,1,86,85,1,"{""exit"": 1}",174,86,0.5471642
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13449,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13449/django__django-13449.traj.json,1,1,63,62,1,"{""exit"": 1}",128,63,0.4641903
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13512,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13512/django__django-13512.traj.json,1,1,52,51,1,"{""exit"": 1}",106,52,0.33635345000000005
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13513,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13513/django__django-13513.traj.json,1,1,104,103,1,"{""exit"": 1}",210,104,0.7850957999999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13516,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13516/django__django-13516.traj.json,1,1,62,61,1,"{""exit"": 1}",126,62,0.40723594999999996
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13551,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13551/django__django-13551.traj.json,1,1,32,31,1,"{""exit"": 1}",66,32,0.2232115
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13568,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13568/django__django-13568.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.2823131
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13569,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13569/django__django-13569.traj.json,1,1,62,61,1,"{""exit"": 1}",126,62,0.3394087999999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13590,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13590/django__django-13590.traj.json,1,1,40,39,1,"{""exit"": 1}",82,40,0.26871420000000007
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13658,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13658/django__django-13658.traj.json,1,1,59,58,1,"{""exit"": 1}",120,59,0.36936065000000007
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13670,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13670/django__django-13670.traj.json,1,1,39,38,1,"{""exit"": 1}",80,39,0.24706384999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13741,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13741/django__django-13741.traj.json,1,1,43,42,1,"{""exit"": 1}",88,43,0.25104560000000004
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13786,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13786/django__django-13786.traj.json,1,1,44,43,1,"{""exit"": 1}",90,44,0.2512492499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13794,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13794/django__django-13794.traj.json,1,1,57,56,1,"{""exit"": 1}",116,57,0.35426384999999994
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13807,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13807/django__django-13807.traj.json,1,1,61,60,1,"{""exit"": 1}",124,61,0.3598810000000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13809,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13809/django__django-13809.traj.json,1,1,69,68,1,"{""exit"": 1}",140,69,0.4264311500000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13810,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13810/django__django-13810.traj.json,1,1,41,40,1,"{""exit"": 1}",84,41,0.29088725000000004
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13820,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13820/django__django-13820.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.2922396
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13821,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13821/django__django-13821.traj.json,1,1,59,58,1,"{""exit"": 1}",120,59,0.3359927
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13837,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13837/django__django-13837.traj.json,1,1,51,50,1,"{""exit"": 1}",104,51,0.29643444999999996
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13925,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13925/django__django-13925.traj.json,1,1,64,63,1,"{""exit"": 1}",130,64,0.39228935
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13933,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13933/django__django-13933.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.27984220000000004
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-13964,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-13964/django__django-13964.traj.json,1,1,104,103,1,"{""exit"": 1}",210,104,0.6843445499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14007,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14007/django__django-14007.traj.json,1,1,72,71,1,"{""exit"": 1}",146,72,0.4523895499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14011,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14011/django__django-14011.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.32833264999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14017,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14017/django__django-14017.traj.json,1,1,55,54,1,"{""exit"": 1}",112,55,0.36891600000000013
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14034,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14034/django__django-14034.traj.json,1,1,41,40,1,"{""exit"": 1}",84,41,0.2747538
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14053,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14053/django__django-14053.traj.json,1,1,52,51,1,"{""exit"": 1}",106,52,0.3087730999999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14089,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14089/django__django-14089.traj.json,1,1,29,28,1,"{""exit"": 1}",60,29,0.1373327
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14122,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14122/django__django-14122.traj.json,1,1,76,75,1,"{""exit"": 1}",154,76,0.5107274
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14140,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14140/django__django-14140.traj.json,1,1,51,50,1,"{""exit"": 1}",104,51,0.2516247
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14155,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14155/django__django-14155.traj.json,1,1,50,49,1,"{""exit"": 1}",102,50,0.3318907
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14170,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14170/django__django-14170.traj.json,1,1,66,65,1,"{""exit"": 1}",134,66,0.4285334499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14238,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14238/django__django-14238.traj.json,1,1,45,44,1,"{""exit"": 1}",92,45,0.29587205000000005
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14311,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14311/django__django-14311.traj.json,1,1,54,53,1,"{""exit"": 1}",110,54,0.32802879999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14315,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14315/django__django-14315.traj.json,1,1,40,39,1,"{""exit"": 1}",82,40,0.3021431499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14349,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14349/django__django-14349.traj.json,1,1,52,51,1,"{""exit"": 1}",106,52,0.33476495
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14351,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14351/django__django-14351.traj.json,1,1,80,79,1,"{""exit"": 1}",162,80,0.5622357499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14373,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14373/django__django-14373.traj.json,1,1,42,41,1,"{""exit"": 1}",86,42,0.21942079999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14376,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14376/django__django-14376.traj.json,1,1,40,39,1,"{""exit"": 1}",82,40,0.228193
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14404,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14404/django__django-14404.traj.json,1,1,34,33,1,"{""exit"": 1}",70,34,0.21181400000000006
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14434,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14434/django__django-14434.traj.json,1,1,41,40,1,"{""exit"": 1}",84,41,0.26303265000000003
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14493,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14493/django__django-14493.traj.json,1,1,44,43,1,"{""exit"": 1}",90,44,0.24499680000000004
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14500,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14500/django__django-14500.traj.json,1,1,51,50,1,"{""exit"": 1}",104,51,0.31994304999999995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14534,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14534/django__django-14534.traj.json,1,1,44,43,1,"{""exit"": 1}",90,44,0.2681351500000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14539,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14539/django__django-14539.traj.json,1,1,21,20,1,"{""exit"": 1}",44,21,0.1312201
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14559,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14559/django__django-14559.traj.json,1,1,52,51,1,"{""exit"": 1}",106,52,0.2814224499999999
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14580,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14580/django__django-14580.traj.json,1,1,35,34,1,"{""exit"": 1}",72,35,0.18203995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14608,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14608/django__django-14608.traj.json,1,1,85,84,1,"{""exit"": 1}",172,85,0.5336907999999998
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14631,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14631/django__django-14631.traj.json,1,1,73,72,1,"{""exit"": 1}",148,73,0.46022485000000013
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14672,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14672/django__django-14672.traj.json,1,1,41,40,1,"{""exit"": 1}",84,41,0.27617995
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14725,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14725/django__django-14725.traj.json,1,1,58,57,1,"{""exit"": 1}",118,58,0.40868885000000005
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14752,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14752/django__django-14752.traj.json,1,1,29,28,1,"{""exit"": 1}",60,29,0.1716021
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14765,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14765/django__django-14765.traj.json,1,1,35,34,1,"{""exit"": 1}",72,35,0.18288079999999998
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14771,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14771/django__django-14771.traj.json,1,1,57,56,1,"{""exit"": 1}",116,57,0.35382189999999997
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14787,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14787/django__django-14787.traj.json,1,1,47,46,1,"{""exit"": 1}",96,47,0.31312260000000003
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14792,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14792/django__django-14792.traj.json,1,1,54,53,1,"{""exit"": 1}",110,54,0.3933016000000001
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14855,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14855/django__django-14855.traj.json,1,1,55,54,1,"{""exit"": 1}",112,55,0.35106945
Gemini 3 Flash high reasoning,20260217_mini-v2.0.0_gemini-3-flash-high,django__django-14915,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_gemini-3-flash-high/trajs/django__django-14915/django__django-14915.traj.json,1,1,47,46,1,"{""exit"": 1}",96,47,0.25451105
